ApplicationDate,CreditScore,AnnualIncome,LoanAmount,EmploymentStatus,OutstandingDebt,EmploymentStartDate,LoanOutcome
2022-06-22 16:36:02.162162160,592,14588975,3245635,Unemployed,520,2009-07-29 03:40:35.845437120,Approved
2022-06-23 18:52:58.378378376,792,14042702,9941358,Self-Employed,38385,2011-08-30 08:28:40.580981120,Approved
2022-06-24 21:09:54.594594592,656,3596560,6539829,Self-Employed,300285,2009-06-25 12:38:28.577692544,Approved
2022-06-25 23:26:50.810810816,841,10935994,3903181,Unemployed,5997,2012-12-03 12:23:28.824335424,Denied
2022-06-27 01:43:47.027027032,845,5380475,7791012,Unemployed,246001,2008-10-13 22:13:50.693340640,Approved
2022-06-28 04:00:43.243243248,832,14697533,9487633,Self-Employed,336939,2010-07-14 19:54:08.780487808,Approved
2022-06-29 06:17:39.459459464,718,13444002,4558484,Employed,187661,2015-05-25 15:03:18.300904384,Denied
2022-06-30 08:34:35.675675680,847,4111948,2361010,Unemployed,317533,2005-01-31 11:05:44.313510560,Approved
2022-07-01 10:51:31.891891896,664,4786718,4478997,Unemployed,105261,2004-03-01 04:44:31.636064672,Approved
2022-07-02 13:08:28.108108112,573,5626380,5514845,Unemployed,483497,2004-04-05 10:12:27.821320912,Approved
2022-07-03 15:25:24.324324328,614,5085651,8483605,Employed,436231,2001-04-10 23:12:14.995889288,Approved
2022-07-04 17:42:20.540540544,363,9254886,8259304,Unemployed,187249,2008-03-08 13:17:08.994244992,Denied
2022-07-05 19:59:16.756756760,438,3644111,3060426,Unemployed,120434,2011-06-30 12:07:41.715538496,Denied
2022-07-06 22:16:12.972972976,464,4085863,7100748,Self-Employed,24730,2008-08-09 06:35:25.075363136,Denied
2022-07-08 00:33:09.189189192,319,11320960,5797626,Employed,387259,2009-08-18 23:16:11.773088512,Approved
2022-07-09 02:50:05.405405408,722,6064674,9419722,Unemployed,139973,2015-11-09 18:13:54.639627328,Approved
2022-07-10 05:07:01.621621624,684,4589970,6028229,Self-Employed,190452,2006-11-01 08:46:02.400657728,Denied
2022-07-11 07:23:57.837837840,495,13853296,8525735,Unemployed,201927,2002-04-11 01:18:08.188544808,Denied
2022-07-12 09:40:54.054054056,630,10128176,7029203,Self-Employed,40414,2006-05-06 00:34:43.639353248,Approved
2022-07-13 11:57:50.270270272,454,11669755,7243908,Self-Employed,101370,2004-09-09 08:22:21.737462336,Approved
2022-07-14 14:14:46.486486488,834,7428722,9931018,Employed,422438,2005-11-02 21:05:58.125513856,Approved
2022-07-15 16:31:42.702702704,814,5909920,7877490,Employed,207567,2000-11-05 01:02:21.079747876,Approved
2022-07-16 18:48:38.918918920,757,6186677,7455700,Self-Employed,140701,2000-12-05 11:12:50.512469172,Denied
2022-07-17 21:05:35.135135136,511,4491335,8091691,Unemployed,163463,2003-05-09 23:08:41.896409984,Denied
2022-07-18 23:22:31.351351352,683,7986777,8966869,Employed,58663,2004-03-17 05:02:40.811181152,Denied
2022-07-20 01:39:27.567567568,776,6173559,9933827,Self-Employed,101784,2001-11-09 22:25:41.024938344,Denied
2022-07-21 03:56:23.783783784,383,9381315,4061266,Unemployed,287351,2008-01-06 02:30:21.211290784,Approved
2022-07-22 06:13:20.000000000,731,8435895,5552025,Self-Employed,39643,2014-02-26 11:17:34.645108288,Denied
2022-07-23 08:30:16.216216216,382,3347127,5275343,Self-Employed,54777,2009-05-19 16:44:43.474924672,Approved
2022-07-24 10:47:12.432432432,818,13798191,3284434,Employed,237188,2003-03-13 07:39:20.865990688,Approved
2022-07-25 13:04:08.648648648,740,7394879,3277157,Self-Employed,170276,2002-06-14 02:30:44.889010688,Approved
2022-07-26 15:21:04.864864864,306,5046695,1854330,Employed,187121,2014-11-27 06:51:59.539599936,Denied
2022-07-27 17:38:01.081081080,619,5450956,8746006,Employed,232871,2001-10-07 07:23:33.757193752,Denied
2022-07-28 19:54:57.297297296,319,3824408,1416278,Unemployed,172655,2002-12-29 15:51:50.660454928,Denied
2022-07-29 22:11:53.513513512,714,8087740,3787307,Employed,20718,2005-06-21 08:57:29.054535488,Denied
2022-07-31 00:28:49.729729728,703,4540226,3064633,Self-Employed,90718,2007-02-15 01:09:50.956426432,Denied
2022-08-01 02:45:45.945945944,570,3249336,8388906,Unemployed,31017,2004-07-28 02:45:20.964647840,Approved
2022-08-02 05:02:42.162162160,415,6848531,581957,Employed,63482,2000-07-01 13:02:56.596327762,Denied
2022-08-03 07:19:38.378378376,767,6833778,3231482,Self-Employed,252843,2005-12-25 17:17:52.403398208,Denied
2022-08-04 09:36:34.594594592,320,10104992,4928620,Self-Employed,277150,2015-05-28 19:54:56.135927680,Denied
2022-08-05 11:53:30.810810816,670,11930571,9326026,Unemployed,312567,2014-12-16 12:01:46.549739648,Approved
2022-08-06 14:10:27.027027032,736,14023467,5386295,Employed,259230,2014-10-05 10:40:05.261715584,Approved
2022-08-07 16:27:23.243243248,545,13611577,5740327,Unemployed,111794,2008-12-07 08:51:33.888736640,Denied
2022-08-08 18:44:19.459459464,354,6466408,8468426,Unemployed,194092,2007-04-26 12:05:43.326938880,Denied
2022-08-09 21:01:15.675675680,387,9173865,8116757,Employed,411246,2008-12-13 18:34:49.558783232,Approved
2022-08-10 23:18:11.891891896,430,9057416,6697354,Employed,257524,2011-01-30 23:41:03.469443712,Approved
2022-08-12 01:35:08.108108112,727,12515107,6319923,Unemployed,339433,2007-07-01 03:44:08.944916416,Denied
2022-08-13 03:52:04.324324328,367,13301949,5917729,Self-Employed,318568,2008-06-19 00:49:19.714990432,Approved
2022-08-14 06:09:00.540540544,748,12843942,2670969,Unemployed,232376,2012-02-16 02:05:05.837215680,Approved
2022-08-15 08:25:56.756756760,524,8088279,3987497,Employed,20250,2004-12-12 19:45:27.870649504,Approved
2022-08-16 10:42:52.972972976,441,13376483,4463009,Unemployed,477855,2010-01-13 06:51:12.184160064,Approved
2022-08-17 12:59:49.189189192,826,11876660,1904095,Employed,457804,2014-05-30 08:14:51.860783808,Denied
2022-08-18 15:16:45.405405408,363,11475278,3712338,Employed,337988,2000-08-04 04:05:03.864072348,Denied
2022-08-19 17:33:41.621621624,828,8549971,6343720,Unemployed,474591,2001-11-29 03:35:28.035078104,Approved
2022-08-20 19:50:37.837837840,828,11395709,7067694,Unemployed,45069,2004-07-15 07:18:49.624554672,Approved
2022-08-21 22:07:34.054054056,703,7111378,6388833,Unemployed,127504,2015-10-15 03:20:51.959440960,Denied
2022-08-23 00:24:30.270270272,645,5553810,3625313,Unemployed,384502,2008-04-03 04:10:11.674431360,Denied
2022-08-24 02:41:26.486486488,538,8407030,1774758,Unemployed,288563,2014-12-03 16:35:15.209646464,Approved
2022-08-25 04:58:22.702702704,730,12919589,3956867,Employed,188941,2014-11-17 16:17:06.034530048,Approved
2022-08-26 07:15:18.918918920,639,4040650,3063358,Self-Employed,492695,2015-02-23 08:31:50.002740480,Approved
2022-08-27 09:32:15.135135136,827,13008335,4302095,Unemployed,437896,2000-05-27 07:35:00.411071526,Denied
2022-08-28 11:49:11.351351352,484,9172399,7608937,Self-Employed,241226,2003-03-08 12:21:54.113455744,Approved
2022-08-29 14:06:07.567567568,692,8697033,5967571,Unemployed,101337,2014-12-13 07:10:08.714716352,Denied
2022-08-30 16:23:03.783783784,541,9617156,3148651,Employed,444427,2000-04-30 02:16:08.813373528,Denied
2022-08-31 18:40:00.000000000,413,3203321,7406375,Self-Employed,312088,2010-06-16 00:09:28.265278144,Approved
2022-09-01 20:56:56.216216216,314,4604130,2985116,Employed,477310,2010-06-22 09:52:43.935324736,Approved
2022-09-02 23:13:52.432432432,715,11795188,4841029,Self-Employed,115931,2002-09-24 14:02:55.609756096,Approved
2022-09-04 01:30:48.648648648,400,3622927,2499856,Unemployed,163057,2001-03-29 03:45:43.655796112,Denied
2022-09-05 03:47:44.864864864,434,14832757,155728,Employed,247377,2013-11-28 19:11:55.264456000,Denied
2022-09-06 06:04:41.081081080,559,12852312,2435559,Employed,188682,2006-04-24 19:34:01.216771712,Denied
2022-09-07 08:21:37.297297296,495,5707047,8399405,Employed,356191,2005-08-11 14:43:34.414908192,Approved
2022-09-08 10:38:33.513513512,756,11288678,9901365,Employed,480524,2006-07-31 11:48:45.184982208,Approved
2022-09-09 12:55:29.729729728,714,6869935,8350795,Employed,377998,2006-06-13 10:54:17.659632768,Denied
2022-09-10 15:12:25.945945944,750,9506347,205965,Self-Employed,491997,2006-02-06 22:54:53.176212672,Denied
2022-09-11 17:29:22.162162160,647,5005415,1283694,Employed,372745,2014-06-23 08:42:05.623458496,Denied
2022-09-12 19:46:18.378378376,394,7912023,6425313,Employed,376776,2000-11-06 15:28:09.997259524,Approved
2022-09-13 22:03:14.594594600,475,11396034,4851108,Self-Employed,268505,2010-12-20 08:29:51.614140864,Denied
2022-09-15 00:20:10.810810816,520,8274969,460708,Unemployed,192349,2010-10-17 07:17:14.913675008,Denied
2022-09-16 02:37:07.027027032,672,5508383,3035446,Unemployed,194227,2008-07-19 10:59:49.147711712,Denied
2022-09-17 04:54:03.243243248,401,4520447,8042859,Unemployed,111556,2014-07-01 08:51:10.211016704,Denied
2022-09-18 07:10:59.459459464,303,10992327,5693673,Unemployed,131227,2007-02-02 05:43:19.616333248,Approved
2022-09-19 09:27:55.675675680,468,8457248,4548384,Self-Employed,23377,2005-12-27 07:43:41.320909856,Denied
2022-09-20 11:44:51.891891896,347,14929716,6728017,Unemployed,455148,2004-05-07 10:48:46.171553856,Approved
2022-09-21 14:01:48.108108112,397,9551890,3683110,Self-Employed,148450,2008-03-08 13:17:08.994244992,Approved
2022-09-22 16:18:44.324324328,794,13922615,2555218,Unemployed,452416,2007-11-09 11:01:00.180871488,Denied
2022-09-23 18:35:40.540540544,611,13750116,1264776,Unemployed,405148,2003-04-19 03:33:05.968758560,Approved
2022-09-24 20:52:36.756756760,731,7055960,6764212,Employed,203200,2004-09-12 13:13:59.572485632,Approved
2022-09-25 23:09:32.972972976,691,11676657,6140073,Unemployed,287208,2010-07-11 15:02:30.945464512,Approved
2022-09-27 01:26:29.189189192,398,11258749,6889553,Employed,477835,2009-12-01 01:14:11.411345600,Denied
2022-09-28 03:43:25.405405408,330,12816227,5530093,Unemployed,215958,2002-06-15 16:56:33.806522336,Approved
2022-09-29 06:00:21.621621624,776,13263671,5316402,Employed,309418,2007-05-07 17:06:25.749520416,Denied
2022-09-30 08:17:17.837837840,755,3801937,475660,Employed,403615,2002-12-13 15:33:41.485338448,Approved
2022-10-01 10:34:14.054054056,784,9233393,8736344,Unemployed,197229,2011-07-08 12:16:46.303096768,Denied
2022-10-02 12:51:10.270270272,834,7880068,9092141,Employed,166190,2008-11-14 22:50:09.043573600,Denied
2022-10-03 15:08:06.486486488,513,9996883,6146297,Employed,475982,2000-12-15 01:47:44.017539052,Denied
2022-10-04 17:25:02.702702704,400,10552513,5931011,Unemployed,78847,2005-04-02 07:26:43.178953152,Denied
2022-10-05 19:41:58.918918920,795,5252281,2390587,Employed,132600,2013-01-22 03:43:45.267196480,Approved
2022-10-06 21:58:55.135135136,344,11536158,447918,Employed,82459,2001-06-20 10:08:07.366401752,Approved
2022-10-08 00:15:51.351351352,646,10071450,3934215,Unemployed,416406,2011-02-22 09:42:28.314606784,Approved
2022-10-09 02:32:47.567567568,728,14170820,1973137,Unemployed,328120,2009-04-28 21:09:07.547273216,Denied
2022-10-10 04:49:43.783783784,607,11998560,214627,Unemployed,84286,2011-11-29 15:00:08.879144960,Denied
2022-10-11 07:06:40.000000000,519,11063315,4054163,Unemployed,456175,2009-05-30 21:45:25.897506176,Denied
2022-10-12 09:23:36.216216216,773,11052290,3805211,Employed,478834,2007-05-28 12:42:01.677171840,Denied
2022-10-13 11:40:32.432432432,525,8926033,383849,Employed,481875,2014-04-01 02:19:41.912852864,Denied
2022-10-14 13:57:28.648648648,658,7894272,7410298,Unemployed,259731,2003-10-10 16:26:57.977528096,Approved
2022-10-15 16:14:24.864864864,392,5295901,9436385,Self-Employed,138747,2008-01-30 02:57:34.973965472,Denied
2022-10-16 18:31:21.081081080,653,13218838,3571491,Unemployed,42177,2006-12-24 04:57:56.678542080,Denied
2022-10-17 20:48:17.297297296,332,5486085,2548914,Unemployed,390796,2000-02-29 05:55:09.947930940,Approved
2022-10-18 23:05:13.513513512,537,13007140,7375969,Self-Employed,410200,2006-03-18 23:40:16.114003840,Denied
2022-10-20 01:22:09.729729728,716,5892801,8315895,Self-Employed,223066,2005-07-31 09:42:51.992326656,Approved
2022-10-21 03:39:05.945945944,370,3445749,2042758,Employed,227574,2011-10-17 09:23:08.106330496,Denied
2022-10-22 05:56:02.162162160,768,11936733,5759088,Self-Employed,23074,2005-10-19 11:13:37.867909024,Approved
2022-10-23 08:12:58.378378376,703,4468732,1241972,Employed,304303,2009-05-16 11:53:05.639901376,Approved
2022-10-24 10:29:54.594594600,313,8679402,233804,Self-Employed,59999,2010-04-20 23:05:56.152370496,Approved
2022-10-25 12:46:50.810810816,814,7144250,8737252,Unemployed,274243,2000-08-13 18:39:57.369142232,Approved
2022-10-26 15:03:47.027027032,642,5726643,123331,Unemployed,13800,2015-03-01 18:15:05.672787072,Approved
2022-10-27 17:20:43.243243248,469,6984973,2571799,Unemployed,244190,2000-12-21 11:30:59.687585640,Approved
2022-10-28 19:37:39.459459464,478,6596922,4732815,Self-Employed,478812,2004-09-18 22:57:15.242532192,Denied
2022-10-29 21:54:35.675675680,423,13643322,291496,Unemployed,404258,2001-05-14 14:14:22.263633872,Approved
2022-10-31 00:11:31.891891896,614,8536047,7687007,Unemployed,482497,2013-02-21 13:54:14.699917824,Approved
2022-11-01 02:28:28.108108112,445,11757256,1224906,Self-Employed,164904,2002-09-30 23:46:11.279802688,Approved
2022-11-02 04:45:24.324324328,451,14958613,4925033,Unemployed,54891,2006-10-01 22:35:32.967936416,Denied
2022-11-03 07:02:20.540540544,590,5101635,400164,Unemployed,257974,2003-09-05 10:59:01.792271856,Approved
2022-11-04 09:19:16.756756760,333,12303871,7291572,Unemployed,404774,2011-01-08 13:39:38.624280640,Approved
2022-11-05 11:36:12.972972976,750,3344724,8380276,Self-Employed,274489,2015-02-15 08:22:45.415182272,Approved
2022-11-06 13:53:09.189189192,614,12468368,7736173,Employed,484842,2008-01-20 12:22:41.468895584,Denied
2022-11-07 16:10:05.405405408,814,3407658,7263482,Self-Employed,386271,2010-10-02 21:24:54.656070144,Denied
2022-11-08 18:27:01.621621624,694,6337112,2118316,Unemployed,219262,2015-02-08 22:39:29.745135680,Approved
2022-11-09 20:43:57.837837840,690,11975784,6287575,Unemployed,143336,2012-11-07 21:30:26.144149120,Approved
2022-11-10 23:00:54.054054056,408,9649661,6056597,Employed,59535,2015-11-11 08:39:43.557138944,Denied
2022-11-12 01:17:50.270270272,835,12556049,1483919,Employed,260818,2002-02-18 19:32:02.828172104,Denied
2022-11-13 03:34:46.486486488,452,9548071,5698215,Self-Employed,66707,2006-06-11 20:28:28.742121120,Approved
2022-11-14 05:51:42.702702704,613,11940646,8104627,Unemployed,99423,2002-05-17 21:11:53.291312688,Approved
2022-11-15 08:08:38.918918920,733,11449703,3601144,Unemployed,125683,2006-10-27 13:28:35.648122784,Denied
2022-11-16 10:25:35.135135136,569,7678616,5858910,Unemployed,413283,2011-09-02 13:20:18.416004416,Approved
2022-11-17 12:42:31.351351352,532,10381690,5750979,Employed,147279,2006-07-26 16:31:18.432447264,Denied
2022-11-18 14:59:27.567567568,381,9691571,4894758,Unemployed,231572,2005-09-22 05:54:46.270211008,Denied
2022-11-19 17:16:23.783783784,605,10529274,6522289,Self-Employed,257654,2012-09-17 15:44:20.783776384,Approved
2022-11-20 19:33:20.000000000,334,3305293,620626,Self-Employed,247580,2008-01-01 07:12:54.458755840,Approved
2022-11-21 21:50:16.216216216,499,11106361,4350337,Employed,445287,2002-09-16 13:53:51.022197872,Approved
2022-11-23 00:07:12.432432432,603,9301238,7026205,Unemployed,387940,2003-06-23 19:11:31.586736096,Denied
2022-11-24 02:24:08.648648648,526,4738034,9916940,Employed,360603,2010-10-30 02:43:46.253768192,Denied
2022-11-25 04:41:04.864864864,551,10183093,7348134,Self-Employed,329996,2005-11-07 16:23:24.878048800,Approved
2022-11-26 06:58:01.081081080,386,9561646,6115115,Unemployed,123146,2001-02-04 07:33:49.377911756,Approved
2022-11-27 09:14:57.297297296,398,6702300,7125784,Unemployed,11304,2001-11-17 22:34:45.612496576,Approved
2022-11-28 11:31:53.513513512,357,14214112,6492709,Unemployed,212424,2012-07-30 00:24:04.340915328,Denied
2022-11-29 13:48:49.729729728,807,4668494,9918103,Employed,457895,2010-04-12 22:56:51.564812288,Approved
2022-11-30 16:05:45.945945944,454,13244832,1700820,Self-Employed,53239,2008-06-22 05:40:57.550013696,Approved
2022-12-01 18:22:42.162162160,518,5474752,5326885,Self-Employed,323008,2010-09-04 01:40:14.140860544,Denied
2022-12-02 20:39:38.378378384,586,5746459,8825808,Unemployed,250858,2007-09-04 19:22:34.562893952,Approved
2022-12-03 22:56:34.594594600,619,12598653,8328522,Unemployed,144276,2003-04-06 08:06:34.628665392,Approved
2022-12-05 01:13:30.810810816,591,9500351,7441838,Unemployed,201001,2012-06-08 18:37:58.980542656,Denied
2022-12-06 03:30:27.027027032,632,13488289,8529787,Unemployed,450912,2013-10-08 13:25:49.904083328,Denied
2022-12-07 05:47:23.243243248,433,8325818,3440238,Unemployed,226174,2013-06-15 06:27:07.843244736,Approved
2022-12-08 08:04:19.459459464,547,14682322,4259472,Unemployed,83697,2011-03-21 15:01:19.912304768,Denied
2022-12-09 10:21:15.675675680,840,6192111,3481565,Unemployed,252600,2004-09-02 22:39:06.067415744,Denied
2022-12-10 12:38:11.891891896,501,12466326,4270404,Self-Employed,178220,2007-08-31 00:05:07.810359008,Denied
2022-12-11 14:55:08.108108112,496,6882784,3533935,Self-Employed,194203,2014-12-03 16:35:15.209646464,Approved
2022-12-12 17:12:04.324324328,521,4275966,7054680,Employed,410051,2006-12-08 04:39:47.503425600,Approved
2022-12-13 19:29:00.540540544,779,8343734,5338307,Unemployed,486758,2004-09-06 03:30:43.902439040,Approved
2022-12-14 21:45:56.756756760,412,6779769,5544420,Unemployed,476713,2003-06-18 23:54:04.834201152,Denied
2022-12-16 00:02:52.972972976,467,5370759,4701075,Unemployed,449997,2000-07-04 17:54:34.431351056,Approved
2022-12-17 02:19:49.189189192,379,10883577,2788299,Self-Employed,371317,2013-06-15 06:27:07.843244736,Denied
2022-12-18 04:36:45.405405408,658,6818553,450412,Employed,484880,2006-12-12 23:57:14.255960544,Denied
2022-12-19 06:53:41.621621624,581,14308910,2414211,Unemployed,454040,2015-07-14 06:23:34.743765440,Denied
2022-12-20 09:10:37.837837840,434,9391492,1992943,Employed,224360,2010-05-05 08:58:16.409975360,Denied
2022-12-21 11:27:34.054054056,772,3245740,6356444,Employed,455168,2010-06-24 00:18:32.852836416,Approved
2022-12-22 13:44:30.270270272,556,6795434,1940288,Employed,398446,2014-09-09 19:47:02.581529216,Approved
2022-12-23 16:01:26.486486488,649,14554026,3480875,Self-Employed,221848,2005-10-25 20:56:53.537955616,Approved
2022-12-24 18:18:22.702702704,771,4994192,2172601,Self-Employed,411526,2009-10-12 09:53:54.968484544,Denied
2022-12-25 20:35:18.918918920,691,11694011,991716,Unemployed,89896,2015-01-31 22:30:25.157577408,Denied
2022-12-26 22:52:15.135135136,533,8717213,3725580,Unemployed,251030,2005-01-29 20:39:55.395998912,Denied
2022-12-28 01:09:11.351351352,587,14224741,5992204,Unemployed,286912,2003-12-29 17:57:43.853110448,Denied
2022-12-29 03:26:07.567567568,519,3196530,2997373,Employed,401628,2013-04-12 05:14:31.142778880,Denied
2022-12-30 05:43:03.783783784,635,8064381,2221105,Self-Employed,113808,2006-11-14 04:12:33.740750912,Approved
2022-12-31 08:00:00.000000000,667,5446919,6226310,Self-Employed,399494,2003-09-21 11:17:10.967388336,Approved
2023-01-01 10:16:56.216216216,730,12451378,4071838,Self-Employed,396553,2015-09-17 22:02:00.361742976,Denied
2023-01-02 12:33:52.432432432,770,3616322,1273028,Unemployed,96612,2007-03-15 20:54:31.471636064,Approved
2023-01-03 14:50:48.648648648,535,4009236,834875,Self-Employed,351689,2003-11-30 22:13:03.337900800,Denied
2023-01-04 17:07:44.864864864,650,12118632,4829753,Self-Employed,288787,2000-08-08 23:22:30.616607292,Denied
2023-01-05 19:24:41.081081080,844,10752439,9591423,Self-Employed,368376,2015-09-01 21:43:51.186626496,Approved
2023-01-06 21:41:37.297297296,680,9209606,2709118,Unemployed,149421,2010-12-18 18:04:02.696629248,Denied
2023-01-07 23:58:33.513513512,330,13075524,4656600,Unemployed,181173,2008-11-02 03:23:37.703480416,Denied
2023-01-09 02:15:29.729729728,518,10156911,9742975,Employed,433387,2001-03-21 03:36:39.068237872,Denied
2023-01-10 04:32:25.945945944,776,4434025,2120220,Employed,303729,2015-02-13 17:56:56.497670592,Denied
2023-01-11 06:49:22.162162160,394,11216273,5776454,Self-Employed,4779,2012-05-04 13:10:02.795286400,Denied
2023-01-12 09:06:18.378378384,750,3996327,9390695,Employed,109149,2003-09-07 01:24:50.709783504,Approved
2023-01-13 11:23:14.594594600,636,7080963,814967,Self-Employed,459330,2015-03-30 13:59:46.187996736,Approved
2023-01-14 13:40:10.810810816,741,11507418,964889,Employed,211631,2008-07-09 20:24:55.642641824,Approved
2023-01-15 15:57:07.027027032,486,3389162,9530367,Employed,205130,2015-01-03 02:45:44.642367808,Approved
2023-01-16 18:14:03.243243248,403,11648505,3318942,Employed,50140,2014-09-14 15:04:29.334064128,Approved
2023-01-17 20:30:59.459459464,319,13390204,4796412,Unemployed,285296,2000-07-03 03:28:45.513839408,Approved
2023-01-18 22:47:55.675675680,658,6070336,9695097,Unemployed,391020,2011-03-07 05:08:59.654699904,Denied
2023-01-20 01:04:51.891891896,628,3147115,914011,Self-Employed,386234,2011-06-22 11:58:37.127980288,Denied
2023-01-21 03:21:48.108108112,461,12593505,6186889,Self-Employed,325638,2012-03-31 22:07:55.527541824,Approved
2023-01-22 05:38:44.324324328,819,10936514,1890233,Unemployed,234143,2001-06-06 00:15:47.108796936,Denied
2023-01-23 07:55:40.540540544,462,7926652,4739684,Unemployed,179341,2010-03-05 12:37:17.544532736,Approved
2023-01-24 10:12:36.756756760,347,7663228,4068640,Employed,410579,2014-09-08 05:21:13.664017536,Denied
2023-01-25 12:29:32.972972976,720,3463889,2794511,Employed,36696,2003-02-28 12:12:49.525897504,Approved
2023-01-26 14:46:29.189189192,346,10095154,9962865,Self-Employed,267548,2014-04-20 07:29:28.922992640,Approved
2023-01-27 17:03:25.405405408,648,9391815,2496813,Self-Employed,483897,2012-02-25 16:39:59.342285568,Approved
2023-01-28 19:20:21.621621624,488,3188040,422363,Employed,324735,2005-08-16 10:01:01.167443136,Approved
2023-01-29 21:37:17.837837840,460,3447840,6372121,Unemployed,303742,2000-03-24 06:22:23.710605646,Approved
2023-01-30 23:54:14.054054056,371,13625876,5431836,Self-Employed,346781,2008-03-18 03:52:02.499314880,Approved
2023-02-01 02:11:10.270270272,379,5485437,9487450,Unemployed,159465,2005-01-07 10:38:30.550835840,Denied
2023-02-02 04:28:06.486486488,308,8653368,7552937,Self-Employed,399835,2005-12-17 17:08:47.815839968,Approved
2023-02-03 06:45:02.702702704,329,6013291,1356804,Self-Employed,6077,2014-01-31 20:24:31.964921920,Approved
2023-02-04 09:01:58.918918920,450,10745297,874300,Employed,478478,2015-01-19 03:03:53.817484288,Denied
2023-02-05 11:18:55.135135136,331,6049144,9898652,Employed,467712,2003-10-23 11:53:29.317621264,Denied
2023-02-06 13:35:51.351351352,687,10489385,3269309,Employed,89353,2015-08-31 07:18:02.269114816,Denied
2023-02-07 15:52:47.567567568,548,10226636,6042767,Employed,215907,2004-03-30 00:29:12.151274320,Denied
2023-02-08 18:09:43.783783784,514,11454650,7996346,Employed,413369,2001-08-05 20:36:45.974239520,Denied
2023-02-09 20:26:40.000000000,476,10001348,9796538,Employed,156365,2014-04-05 21:37:08.665387776,Approved
2023-02-10 22:43:36.216216216,471,13382284,8202523,Unemployed,470094,2013-08-08 17:04:51.038640768,Denied
2023-02-12 01:00:32.432432432,609,11886851,5103433,Employed,487658,2003-08-20 10:40:52.617155392,Approved
2023-02-13 03:17:28.648648648,641,7870499,1183383,Self-Employed,158558,2006-12-17 19:14:41.008495488,Denied
2023-02-14 05:34:24.864864864,492,10060413,4659133,Unemployed,39357,2011-03-31 05:36:13.417374656,Approved
2023-02-15 07:51:21.081081080,820,12623242,6486387,Unemployed,39997,2000-10-12 00:35:07.317073172,Denied
2023-02-16 10:08:17.297297296,618,13888783,8176279,Unemployed,274904,2010-05-29 09:25:30.172650048,Denied
2023-02-17 12:25:13.513513512,448,13691652,4947972,Unemployed,107225,2008-06-27 00:58:24.302548640,Denied
2023-02-18 14:42:09.729729728,491,11553431,1436147,Employed,168730,2005-11-06 01:57:35.960537152,Approved
2023-02-19 16:59:05.945945944,382,6684106,9713447,Self-Employed,365827,2006-09-30 08:09:44.050424768,Denied
2023-02-20 19:16:02.162162160,806,7094707,3156626,Self-Employed,72892,2011-06-20 21:32:48.210468608,Denied
2023-02-21 21:32:58.378378384,837,11318404,7670165,Self-Employed,379674,2009-04-11 06:25:09.454645120,Denied
2023-02-22 23:49:54.594594600,745,9043646,9186242,Unemployed,499363,2013-02-21 13:54:14.699917824,Denied
2023-02-24 02:06:50.810810816,542,5515346,2084944,Employed,32491,2001-02-13 22:08:42.882981640,Approved
2023-02-25 04:23:47.027027032,320,7828213,2759410,Employed,346750,2002-09-05 08:53:08.599616336,Denied
2023-02-26 06:40:43.243243248,662,7504323,9033813,Employed,463771,2009-03-08 15:23:02.186900544,Approved
2023-02-27 08:57:39.459459464,480,6053664,7775649,Unemployed,179628,2012-12-01 21:57:39.906823808,Denied
2023-02-28 11:14:35.675675680,318,6654165,403032,Self-Employed,470462,2009-10-31 15:03:41.978624320,Approved
2023-03-01 13:31:31.891891896,673,8990061,6938855,Employed,470273,2005-02-05 06:23:11.066045504,Approved
2023-03-02 15:48:28.108108112,479,4543470,6343807,Self-Employed,448901,2000-07-14 08:29:27.936420938,Denied
2023-03-03 18:05:24.324324328,737,3360241,4809960,Self-Employed,390128,2011-01-10 04:05:27.541792256,Approved
2023-03-04 20:22:20.540540544,702,14480717,5338380,Unemployed,165180,2001-04-01 08:37:21.490819400,Denied
2023-03-05 22:39:16.756756760,577,13636999,6402469,Employed,31047,2008-03-21 08:43:40.334338176,Approved
2023-03-07 00:56:12.972972976,840,6764491,2397712,Employed,65928,2014-10-11 20:23:20.931762112,Approved
2023-03-08 03:13:09.189189192,606,12995643,6850749,Employed,450496,2003-08-15 15:23:25.864620448,Approved
2023-03-09 05:30:05.405405408,527,4298222,6879824,Employed,463941,2009-11-23 01:05:06.823787328,Denied
2023-03-10 07:47:01.621621624,734,4818995,1539140,Self-Employed,155743,2006-05-30 01:01:57.402027968,Approved
2023-03-11 10:03:57.837837840,447,11239773,2015099,Unemployed,442149,2003-08-25 05:58:19.369690336,Denied
2023-03-12 12:20:54.054054056,824,3757808,6700172,Unemployed,418752,2001-10-07 07:23:33.757193752,Denied
2023-03-13 14:37:50.270270272,777,4447329,7787019,Self-Employed,248386,2004-02-25 09:27:04.883529744,Denied
2023-03-14 16:54:46.486486488,640,11513045,6120435,Unemployed,132414,2011-07-19 17:17:28.725678272,Denied
2023-03-15 19:11:42.702702704,625,4649775,1382686,Self-Employed,267525,2010-10-01 06:59:05.738558528,Denied
2023-03-16 21:28:38.918918920,824,9032083,2993376,Self-Employed,109664,2006-04-18 09:50:45.546725152,Approved
2023-03-17 23:45:35.135135136,634,3840500,9338244,Unemployed,396155,2005-07-10 14:07:16.064675264,Denied
